"date","sunrise","sunset","day_length"
2018-02-10,"2018-02-10T14:48:02+00:00","2018-02-11T01:34:58+00:00","38816"
2018-02-11,"2018-02-11T14:47:02+00:00","2018-02-12T01:35:58+00:00","38936"
2018-02-12,"2018-02-12T14:46:00+00:00","2018-02-13T01:36:58+00:00","39058"
2018-02-13,"2018-02-13T14:44:56+00:00","2018-02-14T01:37:58+00:00","39182"
2018-02-14,"2018-02-14T14:43:52+00:00","2018-02-15T01:38:57+00:00","39305"
2018-02-15,"2018-02-15T14:42:47+00:00","2018-02-16T01:39:56+00:00","39429"
2018-02-16,"2018-02-16T14:41:40+00:00","2018-02-17T01:40:54+00:00","39554"
2018-02-17,"2018-02-17T14:40:33+00:00","2018-02-18T01:41:53+00:00","39680"
2018-02-18,"2018-02-18T14:39:24+00:00","2018-02-19T01:42:51+00:00","39807"
2018-02-19,"2018-02-19T14:38:14+00:00","2018-02-20T01:43:48+00:00","39934"
2018-02-20,"2018-02-20T14:37:03+00:00","2018-02-21T01:44:46+00:00","40063"
2018-02-21,"2018-02-21T14:35:52+00:00","2018-02-22T01:45:42+00:00","40190"
2018-02-22,"2018-02-22T14:34:39+00:00","2018-02-23T01:46:39+00:00","40320"
2018-02-23,"2018-02-23T14:33:26+00:00","2018-02-24T01:47:35+00:00","40449"
2018-02-24,"2018-02-24T14:32:12+00:00","2018-02-25T01:48:31+00:00","40579"
2018-02-25,"2018-02-25T14:30:57+00:00","2018-02-26T01:49:27+00:00","40710"
2018-02-26,"2018-02-26T14:29:41+00:00","2018-02-27T01:50:22+00:00","40841"
2018-02-27,"2018-02-27T14:28:24+00:00","2018-02-28T01:51:17+00:00","40973"
2018-02-28,"2018-02-28T14:27:07+00:00","2018-03-01T01:52:12+00:00","41105"
2018-03-01,"2018-03-01T14:25:49+00:00","2018-03-02T01:53:06+00:00","41237"
2018-03-02,"2018-03-02T14:24:30+00:00","2018-03-03T01:54:00+00:00","41370"
2018-03-03,"2018-03-03T14:23:11+00:00","2018-03-04T01:54:54+00:00","41503"
2018-03-04,"2018-03-04T14:21:51+00:00","2018-03-05T01:55:47+00:00","41636"
2018-03-05,"2018-03-05T14:20:30+00:00","2018-03-06T01:56:40+00:00","41770"
2018-03-06,"2018-03-06T14:19:09+00:00","2018-03-07T01:57:33+00:00","41904"
2018-03-07,"2018-03-07T14:17:48+00:00","2018-03-08T01:58:26+00:00","42038"
2018-03-08,"2018-03-08T14:16:26+00:00","2018-03-09T01:59:18+00:00","42172"
2018-03-09,"2018-03-09T14:15:03+00:00","2018-03-10T02:00:10+00:00","42307"
2018-03-10,"2018-03-10T14:13:41+00:00","2018-03-11T02:01:02+00:00","42441"
2018-03-11,"2018-03-11T14:12:17+00:00","2018-03-12T02:01:53+00:00","42576"
2018-03-12,"2018-03-12T14:10:54+00:00","2018-03-13T02:02:44+00:00","42710"
2018-03-13,"2018-03-13T14:09:30+00:00","2018-03-14T02:03:35+00:00","42845"
2018-03-14,"2018-03-14T14:08:06+00:00","2018-03-15T02:04:26+00:00","42980"
2018-03-15,"2018-03-15T14:06:41+00:00","2018-03-16T02:05:17+00:00","43116"
2018-03-16,"2018-03-16T14:05:16+00:00","2018-03-17T02:06:07+00:00","43251"
2018-03-17,"2018-03-17T14:03:52+00:00","2018-03-18T02:06:57+00:00","43385"
2018-03-18,"2018-03-18T14:02:26+00:00","2018-03-19T02:07:48+00:00","43522"
2018-03-19,"2018-03-19T14:01:01+00:00","2018-03-20T02:08:37+00:00","43656"
2018-03-20,"2018-03-20T13:59:36+00:00","2018-03-21T02:09:27+00:00","43791"
2018-03-21,"2018-03-21T13:58:11+00:00","2018-03-22T02:10:17+00:00","43926"
2018-03-22,"2018-03-22T13:56:45+00:00","2018-03-23T02:11:06+00:00","44061"
2018-03-23,"2018-03-23T13:55:20+00:00","2018-03-24T02:11:56+00:00","44196"
2018-03-24,"2018-03-24T13:53:54+00:00","2018-03-25T02:12:45+00:00","44331"
2018-03-25,"2018-03-25T13:52:29+00:00","2018-03-26T02:13:34+00:00","44465"
2018-03-26,"2018-03-26T13:51:03+00:00","2018-03-27T02:14:23+00:00","44600"
2018-03-27,"2018-03-27T13:49:38+00:00","2018-03-28T02:15:12+00:00","44734"
2018-03-28,"2018-03-28T13:48:13+00:00","2018-03-29T02:16:01+00:00","44868"
2018-03-29,"2018-03-29T13:46:48+00:00","2018-03-30T02:16:50+00:00","45002"
2018-03-30,"2018-03-30T13:45:23+00:00","2018-03-31T02:17:39+00:00","45136"
2018-03-31,"2018-03-31T13:43:58+00:00","2018-04-01T02:18:28+00:00","45270"
2018-04-01,"2018-04-01T13:42:34+00:00","2018-04-02T02:19:17+00:00","45403"
2018-04-02,"2018-04-02T13:41:10+00:00","2018-04-03T02:20:06+00:00","45536"
2018-04-03,"2018-04-03T13:39:46+00:00","2018-04-04T02:20:55+00:00","45669"
2018-04-04,"2018-04-04T13:38:22+00:00","2018-04-05T02:21:44+00:00","45802"
2018-04-05,"2018-04-05T13:36:59+00:00","2018-04-06T02:22:32+00:00","45933"
2018-04-06,"2018-04-06T13:35:37+00:00","2018-04-07T02:23:21+00:00","46064"
2018-04-07,"2018-04-07T13:34:14+00:00","2018-04-08T02:24:10+00:00","46196"
2018-04-08,"2018-04-08T13:32:52+00:00","2018-04-09T02:24:59+00:00","46327"
2018-04-09,"2018-04-09T13:31:31+00:00","2018-04-10T02:25:48+00:00","46457"
2018-04-10,"2018-04-10T13:30:10+00:00","2018-04-11T02:26:37+00:00","46587"
2018-04-11,"2018-04-11T13:28:50+00:00","2018-04-12T02:27:26+00:00","46716"
2018-04-12,"2018-04-12T13:27:30+00:00","2018-04-13T02:28:15+00:00","46845"
2018-04-13,"2018-04-13T13:26:11+00:00","2018-04-14T02:29:05+00:00","46974"
2018-04-14,"2018-04-14T13:24:52+00:00","2018-04-15T02:29:54+00:00","47102"
2018-04-15,"2018-04-15T13:23:34+00:00","2018-04-16T02:30:43+00:00","47229"
2018-04-16,"2018-04-16T13:22:17+00:00","2018-04-17T02:31:32+00:00","47355"
2018-04-17,"2018-04-17T13:21:00+00:00","2018-04-18T02:32:22+00:00","47482"
2018-04-18,"2018-04-18T13:19:44+00:00","2018-04-19T02:33:11+00:00","47607"
2018-04-19,"2018-04-19T13:18:29+00:00","2018-04-20T02:34:01+00:00","47732"
2018-04-20,"2018-04-20T13:17:15+00:00","2018-04-21T02:34:51+00:00","47856"
2018-04-21,"2018-04-21T13:16:01+00:00","2018-04-22T02:35:40+00:00","47979"
2018-04-22,"2018-04-22T13:14:49+00:00","2018-04-23T02:36:30+00:00","48101"
2018-04-23,"2018-04-23T13:13:37+00:00","2018-04-24T02:37:20+00:00","48223"
2018-04-24,"2018-04-24T13:12:26+00:00","2018-04-25T02:38:09+00:00","48343"
2018-04-25,"2018-04-25T13:11:16+00:00","2018-04-26T02:38:59+00:00","48463"
2018-04-26,"2018-04-26T13:10:07+00:00","2018-04-27T02:39:49+00:00","48582"
2018-04-27,"2018-04-27T13:08:59+00:00","2018-04-28T02:40:39+00:00","48700"
2018-04-28,"2018-04-28T13:07:52+00:00","2018-04-29T02:41:29+00:00","48817"
2018-04-29,"2018-04-29T13:06:46+00:00","2018-04-30T02:42:19+00:00","48933"
2018-04-30,"2018-04-30T13:05:42+00:00","2018-05-01T02:43:09+00:00","49047"
2018-05-01,"2018-05-01T13:04:38+00:00","2018-05-02T02:43:58+00:00","49160"
2018-05-02,"2018-05-02T13:03:35+00:00","2018-05-03T02:44:48+00:00","49273"
2018-05-03,"2018-05-03T13:02:34+00:00","2018-05-04T02:45:38+00:00","49384"
2018-05-04,"2018-05-04T13:01:33+00:00","2018-05-05T02:46:28+00:00","49495"
2018-05-05,"2018-05-05T13:00:34+00:00","2018-05-06T02:47:17+00:00","49603"
2018-05-06,"2018-05-06T12:59:37+00:00","2018-05-07T02:48:07+00:00","49710"
2018-05-07,"2018-05-07T12:58:40+00:00","2018-05-08T02:48:56+00:00","49816"
2018-05-08,"2018-05-08T12:57:45+00:00","2018-05-09T02:49:45+00:00","49920"
2018-05-09,"2018-05-09T12:56:51+00:00","2018-05-10T02:50:34+00:00","50023"
2018-05-10,"2018-05-10T12:55:58+00:00","2018-05-11T02:51:23+00:00","50125"
2018-05-11,"2018-05-11T12:55:07+00:00","2018-05-12T02:52:12+00:00","50225"
2018-05-12,"2018-05-12T12:54:17+00:00","2018-05-13T02:53:00+00:00","50323"
2018-05-13,"2018-05-13T12:53:29+00:00","2018-05-14T02:53:48+00:00","50419"
2018-05-14,"2018-05-14T12:52:41+00:00","2018-05-15T02:54:36+00:00","50515"
2018-05-15,"2018-05-15T12:51:56+00:00","2018-05-16T02:55:24+00:00","50608"
2018-05-16,"2018-05-16T12:51:12+00:00","2018-05-17T02:56:11+00:00","50699"
2018-05-17,"2018-05-17T12:50:29+00:00","2018-05-18T02:56:58+00:00","50789"
2018-05-18,"2018-05-18T12:49:48+00:00","2018-05-19T02:57:44+00:00","50876"
2018-05-19,"2018-05-19T12:49:08+00:00","2018-05-20T02:58:30+00:00","50962"
2018-05-20,"2018-05-20T12:48:30+00:00","2018-05-21T02:59:15+00:00","51045"
2018-05-21,"2018-05-21T12:47:54+00:00","2018-05-22T03:00:00+00:00","51126"
2018-05-22,"2018-05-22T12:47:19+00:00","2018-05-23T03:00:45+00:00","51206"
2018-05-23,"2018-05-23T12:46:45+00:00","2018-05-24T03:01:29+00:00","51284"
2018-05-24,"2018-05-24T12:46:14+00:00","2018-05-25T03:02:12+00:00","51358"
2018-05-25,"2018-05-25T12:45:44+00:00","2018-05-26T03:02:55+00:00","51431"
2018-05-26,"2018-05-26T12:45:15+00:00","2018-05-27T03:03:37+00:00","51502"
2018-05-27,"2018-05-27T12:44:48+00:00","2018-05-28T03:04:18+00:00","51570"
2018-05-28,"2018-05-28T12:44:23+00:00","2018-05-29T03:04:59+00:00","51636"
2018-05-29,"2018-05-29T12:43:59+00:00","2018-05-30T03:05:39+00:00","51700"
2018-05-30,"2018-05-30T12:43:37+00:00","2018-05-31T03:06:18+00:00","51761"
2018-05-31,"2018-05-31T12:43:17+00:00","2018-06-01T03:06:56+00:00","51819"
2018-06-01,"2018-06-01T12:42:59+00:00","2018-06-02T03:07:33+00:00","51874"
2018-06-02,"2018-06-02T12:42:42+00:00","2018-06-03T03:08:09+00:00","51927"
2018-06-03,"2018-06-03T12:42:27+00:00","2018-06-04T03:08:45+00:00","51978"
2018-06-04,"2018-06-04T12:42:13+00:00","2018-06-05T03:09:19+00:00","52026"
2018-06-05,"2018-06-05T12:42:01+00:00","2018-06-06T03:09:53+00:00","52072"
2018-06-06,"2018-06-06T12:41:51+00:00","2018-06-07T03:10:25+00:00","52114"
2018-06-07,"2018-06-07T12:41:43+00:00","2018-06-08T03:10:56+00:00","52153"
2018-06-08,"2018-06-08T12:41:36+00:00","2018-06-09T03:11:26+00:00","52190"
2018-06-09,"2018-06-09T12:41:31+00:00","2018-06-10T03:11:55+00:00","52224"
2018-06-10,"2018-06-10T12:41:27+00:00","2018-06-11T03:12:23+00:00","52256"
2018-06-11,"2018-06-11T12:41:25+00:00","2018-06-12T03:12:49+00:00","52284"
2018-06-12,"2018-06-12T12:41:25+00:00","2018-06-13T03:13:14+00:00","52309"
2018-06-13,"2018-06-13T12:41:26+00:00","2018-06-14T03:13:38+00:00","52332"
2018-06-14,"2018-06-14T12:41:29+00:00","2018-06-15T03:14:01+00:00","52352"
2018-06-15,"2018-06-15T12:41:34+00:00","2018-06-16T03:14:22+00:00","52368"
2018-06-16,"2018-06-16T12:41:40+00:00","2018-06-17T03:14:42+00:00","52382"
2018-06-17,"2018-06-17T12:41:48+00:00","2018-06-18T03:15:00+00:00","52392"
2018-06-18,"2018-06-18T12:41:57+00:00","2018-06-19T03:15:17+00:00","52400"
2018-06-19,"2018-06-19T12:42:08+00:00","2018-06-20T03:15:33+00:00","52405"
2018-06-20,"2018-06-20T12:42:20+00:00","2018-06-21T03:15:47+00:00","52407"
2018-06-21,"2018-06-21T12:42:33+00:00","2018-06-22T03:15:59+00:00","52406"
2018-06-22,"2018-06-22T12:42:49+00:00","2018-06-23T03:16:10+00:00","52401"
2018-06-23,"2018-06-23T12:43:05+00:00","2018-06-24T03:16:19+00:00","52394"
2018-06-24,"2018-06-24T12:43:23+00:00","2018-06-25T03:16:27+00:00","52384"
2018-06-25,"2018-06-25T12:43:42+00:00","2018-06-26T03:16:33+00:00","52371"
2018-06-26,"2018-06-26T12:44:03+00:00","2018-06-27T03:16:37+00:00","52354"
2018-06-27,"2018-06-27T12:44:25+00:00","2018-06-28T03:16:40+00:00","52335"
2018-06-28,"2018-06-28T12:44:48+00:00","2018-06-29T03:16:41+00:00","52313"
2018-06-29,"2018-06-29T12:45:12+00:00","2018-06-30T03:16:41+00:00","52289"
2018-06-30,"2018-06-30T12:45:38+00:00","2018-07-01T03:16:39+00:00","52261"
2018-07-01,"2018-07-01T12:46:05+00:00","2018-07-02T03:16:35+00:00","52230"
2018-07-02,"2018-07-02T12:46:33+00:00","2018-07-03T03:16:29+00:00","52196"
2018-07-03,"2018-07-03T12:47:02+00:00","2018-07-04T03:16:22+00:00","52160"
2018-07-04,"2018-07-04T12:47:32+00:00","2018-07-05T03:16:13+00:00","52121"
2018-07-05,"2018-07-05T12:48:03+00:00","2018-07-06T03:16:02+00:00","52079"
2018-07-06,"2018-07-06T12:48:35+00:00","2018-07-07T03:15:50+00:00","52035"
2018-07-07,"2018-07-07T12:49:08+00:00","2018-07-08T03:15:36+00:00","51988"
2018-07-08,"2018-07-08T12:49:42+00:00","2018-07-09T03:15:20+00:00","51938"
2018-07-09,"2018-07-09T12:50:17+00:00","2018-07-10T03:15:02+00:00","51885"
2018-07-10,"2018-07-10T12:50:53+00:00","2018-07-11T03:14:43+00:00","51830"
2018-07-11,"2018-07-11T12:51:30+00:00","2018-07-12T03:14:22+00:00","51772"
2018-07-12,"2018-07-12T12:52:07+00:00","2018-07-13T03:13:59+00:00","51712"
2018-07-13,"2018-07-13T12:52:45+00:00","2018-07-14T03:13:35+00:00","51650"
2018-07-14,"2018-07-14T12:53:24+00:00","2018-07-15T03:13:09+00:00","51585"
2018-07-15,"2018-07-15T12:54:03+00:00","2018-07-16T03:12:41+00:00","51518"
2018-07-16,"2018-07-16T12:54:43+00:00","2018-07-17T03:12:12+00:00","51449"
2018-07-17,"2018-07-17T12:55:24+00:00","2018-07-18T03:11:40+00:00","51376"
2018-07-18,"2018-07-18T12:56:05+00:00","2018-07-19T03:11:08+00:00","51303"
2018-07-19,"2018-07-19T12:56:47+00:00","2018-07-20T03:10:33+00:00","51226"
2018-07-20,"2018-07-20T12:57:29+00:00","2018-07-21T03:09:57+00:00","51148"
2018-07-21,"2018-07-21T12:58:12+00:00","2018-07-22T03:09:20+00:00","51068"
2018-07-22,"2018-07-22T12:58:55+00:00","2018-07-23T03:08:41+00:00","50986"
2018-07-23,"2018-07-23T12:59:39+00:00","2018-07-24T03:08:00+00:00","50901"
2018-07-24,"2018-07-24T13:00:23+00:00","2018-07-25T03:07:18+00:00","50815"
2018-07-25,"2018-07-25T13:01:07+00:00","2018-07-26T03:06:34+00:00","50727"
2018-07-26,"2018-07-26T13:01:52+00:00","2018-07-27T03:05:48+00:00","50636"
2018-07-27,"2018-07-27T13:02:37+00:00","2018-07-28T03:05:02+00:00","50545"
2018-07-28,"2018-07-28T13:03:22+00:00","2018-07-29T03:04:13+00:00","50451"
2018-07-29,"2018-07-29T13:04:07+00:00","2018-07-30T03:03:23+00:00","50356"
2018-07-30,"2018-07-30T13:04:53+00:00","2018-07-31T03:02:32+00:00","50259"
2018-07-31,"2018-07-31T13:05:39+00:00","2018-08-01T03:01:40+00:00","50161"
2018-08-01,"2018-08-01T13:06:25+00:00","2018-08-02T03:00:46+00:00","50061"
2018-08-02,"2018-08-02T13:07:11+00:00","2018-08-03T02:59:51+00:00","49960"
2018-08-03,"2018-08-03T13:07:57+00:00","2018-08-04T02:58:54+00:00","49857"
2018-08-04,"2018-08-04T13:08:43+00:00","2018-08-05T02:57:56+00:00","49753"
2018-08-05,"2018-08-05T13:09:30+00:00","2018-08-06T02:56:57+00:00","49647"
2018-08-06,"2018-08-06T13:10:16+00:00","2018-08-07T02:55:56+00:00","49540"
2018-08-07,"2018-08-07T13:11:03+00:00","2018-08-08T02:54:55+00:00","49432"
2018-08-08,"2018-08-08T13:11:49+00:00","2018-08-09T02:53:52+00:00","49323"
2018-08-09,"2018-08-09T13:12:36+00:00","2018-08-10T02:52:48+00:00","49212"
2018-08-10,"2018-08-10T13:13:22+00:00","2018-08-11T02:51:42+00:00","49100"
2018-08-11,"2018-08-11T13:14:09+00:00","2018-08-12T02:50:36+00:00","48987"
2018-08-12,"2018-08-12T13:14:55+00:00","2018-08-13T02:49:29+00:00","48874"
2018-08-13,"2018-08-13T13:15:42+00:00","2018-08-14T02:48:20+00:00","48758"
2018-08-14,"2018-08-14T13:16:28+00:00","2018-08-15T02:47:11+00:00","48643"
2018-08-15,"2018-08-15T13:17:15+00:00","2018-08-16T02:46:00+00:00","48525"
2018-08-16,"2018-08-16T13:18:01+00:00","2018-08-17T02:44:49+00:00","48408"
2018-08-17,"2018-08-17T13:18:47+00:00","2018-08-18T02:43:36+00:00","48289"
2018-08-18,"2018-08-18T13:19:33+00:00","2018-08-19T02:42:23+00:00","48170"
2018-08-19,"2018-08-19T13:20:19+00:00","2018-08-20T02:41:09+00:00","48050"
2018-08-20,"2018-08-20T13:21:05+00:00","2018-08-21T02:39:54+00:00","47929"
2018-08-21,"2018-08-21T13:21:51+00:00","2018-08-22T02:38:38+00:00","47807"
2018-08-22,"2018-08-22T13:22:37+00:00","2018-08-23T02:37:21+00:00","47684"
2018-08-23,"2018-08-23T13:23:23+00:00","2018-08-24T02:36:03+00:00","47560"
2018-08-24,"2018-08-24T13:24:08+00:00","2018-08-25T02:34:45+00:00","47437"
2018-08-25,"2018-08-25T13:24:54+00:00","2018-08-26T02:33:26+00:00","47312"
2018-08-26,"2018-08-26T13:25:39+00:00","2018-08-27T02:32:06+00:00","47187"
2018-08-27,"2018-08-27T13:26:25+00:00","2018-08-28T02:30:46+00:00","47061"
2018-08-28,"2018-08-28T13:27:10+00:00","2018-08-29T02:29:25+00:00","46935"
2018-08-29,"2018-08-29T13:27:55+00:00","2018-08-30T02:28:03+00:00","46808"
2018-08-30,"2018-08-30T13:28:40+00:00","2018-08-31T02:26:41+00:00","46681"
2018-08-31,"2018-08-31T13:29:25+00:00","2018-09-01T02:25:18+00:00","46553"
2018-09-01,"2018-09-01T13:30:10+00:00","2018-09-02T02:23:55+00:00","46425"
2018-09-02,"2018-09-02T13:30:55+00:00","2018-09-03T02:22:31+00:00","46296"
2018-09-03,"2018-09-03T13:31:40+00:00","2018-09-04T02:21:07+00:00","46167"
2018-09-04,"2018-09-04T13:32:24+00:00","2018-09-05T02:19:42+00:00","46038"
2018-09-05,"2018-09-05T13:33:09+00:00","2018-09-06T02:18:17+00:00","45908"
2018-09-06,"2018-09-06T13:33:54+00:00","2018-09-07T02:16:52+00:00","45778"
2018-09-07,"2018-09-07T13:34:38+00:00","2018-09-08T02:15:26+00:00","45648"
2018-09-08,"2018-09-08T13:35:23+00:00","2018-09-09T02:14:00+00:00","45517"
2018-09-09,"2018-09-09T13:36:08+00:00","2018-09-10T02:12:34+00:00","45386"
2018-09-10,"2018-09-10T13:36:52+00:00","2018-09-11T02:11:07+00:00","45255"
2018-09-11,"2018-09-11T13:37:37+00:00","2018-09-12T02:09:40+00:00","45123"
2018-09-12,"2018-09-12T13:38:21+00:00","2018-09-13T02:08:13+00:00","44992"
2018-09-13,"2018-09-13T13:39:06+00:00","2018-09-14T02:06:45+00:00","44859"
2018-09-14,"2018-09-14T13:39:51+00:00","2018-09-15T02:05:18+00:00","44727"
2018-09-15,"2018-09-15T13:40:36+00:00","2018-09-16T02:03:50+00:00","44594"
2018-09-16,"2018-09-16T13:41:20+00:00","2018-09-17T02:02:23+00:00","44463"
2018-09-17,"2018-09-17T13:42:05+00:00","2018-09-18T02:00:55+00:00","44330"
2018-09-18,"2018-09-18T13:42:50+00:00","2018-09-19T01:59:27+00:00","44197"
2018-09-19,"2018-09-19T13:43:35+00:00","2018-09-20T01:57:59+00:00","44064"
2018-09-20,"2018-09-20T13:44:20+00:00","2018-09-21T01:56:32+00:00","43932"
2018-09-21,"2018-09-21T13:45:06+00:00","2018-09-22T01:55:04+00:00","43798"
2018-09-22,"2018-09-22T13:45:51+00:00","2018-09-23T01:53:36+00:00","43665"
2018-09-23,"2018-09-23T13:46:37+00:00","2018-09-24T01:52:09+00:00","43532"
2018-09-24,"2018-09-24T13:47:22+00:00","2018-09-25T01:50:41+00:00","43399"
2018-09-25,"2018-09-25T13:48:08+00:00","2018-09-26T01:49:14+00:00","43266"
2018-09-26,"2018-09-26T13:48:54+00:00","2018-09-27T01:47:47+00:00","43133"
2018-09-27,"2018-09-27T13:49:40+00:00","2018-09-28T01:46:20+00:00","43000"
2018-09-28,"2018-09-28T13:50:27+00:00","2018-09-29T01:44:54+00:00","42867"
2018-09-29,"2018-09-29T13:51:14+00:00","2018-09-30T01:43:28+00:00","42734"
2018-09-30,"2018-09-30T13:52:00+00:00","2018-10-01T01:42:02+00:00","42602"
2018-10-01,"2018-10-01T13:52:48+00:00","2018-10-02T01:40:36+00:00","42468"
2018-10-02,"2018-10-02T13:53:35+00:00","2018-10-03T01:39:11+00:00","42336"
2018-10-03,"2018-10-03T13:54:23+00:00","2018-10-04T01:37:46+00:00","42203"
2018-10-04,"2018-10-04T13:55:10+00:00","2018-10-05T01:36:22+00:00","42072"
2018-10-05,"2018-10-05T13:55:59+00:00","2018-10-06T01:34:58+00:00","41939"
2018-10-06,"2018-10-06T13:56:47+00:00","2018-10-07T01:33:34+00:00","41807"
2018-10-07,"2018-10-07T13:57:36+00:00","2018-10-08T01:32:11+00:00","41675"
2018-10-08,"2018-10-08T13:58:25+00:00","2018-10-09T01:30:49+00:00","41544"
2018-10-09,"2018-10-09T13:59:14+00:00","2018-10-10T01:29:27+00:00","41413"
2018-10-10,"2018-10-10T14:00:04+00:00","2018-10-11T01:28:06+00:00","41282"
2018-10-11,"2018-10-11T14:00:54+00:00","2018-10-12T01:26:45+00:00","41151"
2018-10-12,"2018-10-12T14:01:44+00:00","2018-10-13T01:25:25+00:00","41021"
2018-10-13,"2018-10-13T14:02:35+00:00","2018-10-14T01:24:06+00:00","40891"
2018-10-14,"2018-10-14T14:03:26+00:00","2018-10-15T01:22:48+00:00","40762"
2018-10-15,"2018-10-15T14:04:17+00:00","2018-10-16T01:21:30+00:00","40633"
2018-10-16,"2018-10-16T14:05:09+00:00","2018-10-17T01:20:13+00:00","40504"
2018-10-17,"2018-10-17T14:06:01+00:00","2018-10-18T01:18:57+00:00","40376"
2018-10-18,"2018-10-18T14:06:54+00:00","2018-10-19T01:17:42+00:00","40248"
2018-10-19,"2018-10-19T14:07:47+00:00","2018-10-20T01:16:28+00:00","40121"
2018-10-20,"2018-10-20T14:08:40+00:00","2018-10-21T01:15:15+00:00","39995"
2018-10-21,"2018-10-21T14:09:33+00:00","2018-10-22T01:14:02+00:00","39869"
2018-10-22,"2018-10-22T14:10:27+00:00","2018-10-23T01:12:51+00:00","39744"
2018-10-23,"2018-10-23T14:11:21+00:00","2018-10-24T01:11:41+00:00","39620"
2018-10-24,"2018-10-24T14:12:16+00:00","2018-10-25T01:10:31+00:00","39495"
2018-10-25,"2018-10-25T14:13:11+00:00","2018-10-26T01:09:23+00:00","39372"
2018-10-26,"2018-10-26T14:14:06+00:00","2018-10-27T01:08:16+00:00","39250"
2018-10-27,"2018-10-27T14:15:02+00:00","2018-10-28T01:07:10+00:00","39128"
2018-10-28,"2018-10-28T14:15:58+00:00","2018-10-29T01:06:05+00:00","39007"
2018-10-29,"2018-10-29T14:16:54+00:00","2018-10-30T01:05:02+00:00","38888"
2018-10-30,"2018-10-30T14:17:51+00:00","2018-10-31T01:03:59+00:00","38768"
2018-10-31,"2018-10-31T14:18:48+00:00","2018-11-01T01:02:58+00:00","38650"
2018-11-01,"2018-11-01T14:19:45+00:00","2018-11-02T01:01:58+00:00","38533"
2018-11-02,"2018-11-02T14:20:43+00:00","2018-11-03T01:01:00+00:00","38417"
2018-11-03,"2018-11-03T14:21:40+00:00","2018-11-04T01:00:03+00:00","38303"
2018-11-04,"2018-11-04T14:22:38+00:00","2018-11-05T00:59:07+00:00","38189"
2018-11-05,"2018-11-05T14:23:37+00:00","2018-11-06T00:58:13+00:00","38076"
2018-11-06,"2018-11-06T14:24:35+00:00","2018-11-07T00:57:20+00:00","37965"
2018-11-07,"2018-11-07T14:25:34+00:00","2018-11-08T00:56:29+00:00","37855"
2018-11-08,"2018-11-08T14:26:33+00:00","2018-11-09T00:55:39+00:00","37746"
2018-11-09,"2018-11-09T14:27:32+00:00","2018-11-10T00:54:51+00:00","37639"
2018-11-10,"2018-11-10T14:28:31+00:00","2018-11-11T00:54:05+00:00","37534"
2018-11-11,"2018-11-11T14:29:30+00:00","2018-11-12T00:53:20+00:00","37430"
2018-11-12,"2018-11-12T14:30:29+00:00","2018-11-13T00:52:36+00:00","37327"
2018-11-13,"2018-11-13T14:31:28+00:00","2018-11-14T00:51:55+00:00","37227"
2018-11-14,"2018-11-14T14:32:28+00:00","2018-11-15T00:51:15+00:00","37127"
2018-11-15,"2018-11-15T14:33:27+00:00","2018-11-16T00:50:36+00:00","37029"
2018-11-16,"2018-11-16T14:34:26+00:00","2018-11-17T00:50:00+00:00","36934"
2018-11-17,"2018-11-17T14:35:25+00:00","2018-11-18T00:49:25+00:00","36840"
2018-11-18,"2018-11-18T14:36:24+00:00","2018-11-19T00:48:52+00:00","36748"
2018-11-19,"2018-11-19T14:37:23+00:00","2018-11-20T00:48:21+00:00","36658"
2018-11-20,"2018-11-20T14:38:21+00:00","2018-11-21T00:47:51+00:00","36570"
2018-11-21,"2018-11-21T14:39:20+00:00","2018-11-22T00:47:24+00:00","36484"
2018-11-22,"2018-11-22T14:40:18+00:00","2018-11-23T00:46:58+00:00","36400"
2018-11-23,"2018-11-23T14:41:16+00:00","2018-11-24T00:46:34+00:00","36318"
2018-11-24,"2018-11-24T14:42:13+00:00","2018-11-25T00:46:12+00:00","36239"
2018-11-25,"2018-11-25T14:43:10+00:00","2018-11-26T00:45:52+00:00","36162"
2018-11-26,"2018-11-26T14:44:07+00:00","2018-11-27T00:45:34+00:00","36087"
2018-11-27,"2018-11-27T14:45:03+00:00","2018-11-28T00:45:18+00:00","36015"
2018-11-28,"2018-11-28T14:45:58+00:00","2018-11-29T00:45:04+00:00","35946"
2018-11-29,"2018-11-29T14:46:53+00:00","2018-11-30T00:44:52+00:00","35879"
2018-11-30,"2018-11-30T14:47:47+00:00","2018-12-01T00:44:42+00:00","35815"
2018-12-01,"2018-12-01T14:48:41+00:00","2018-12-02T00:44:33+00:00","35752"
2018-12-02,"2018-12-02T14:49:34+00:00","2018-12-03T00:44:27+00:00","35693"
2018-12-03,"2018-12-03T14:50:26+00:00","2018-12-04T00:44:23+00:00","35637"
2018-12-04,"2018-12-04T14:51:17+00:00","2018-12-05T00:44:21+00:00","35584"
2018-12-05,"2018-12-05T14:52:07+00:00","2018-12-06T00:44:20+00:00","35533"
2018-12-06,"2018-12-06T14:52:57+00:00","2018-12-07T00:44:22+00:00","35485"
2018-12-07,"2018-12-07T14:53:45+00:00","2018-12-08T00:44:26+00:00","35441"
2018-12-08,"2018-12-08T14:54:33+00:00","2018-12-09T00:44:31+00:00","35398"
2018-12-09,"2018-12-09T14:55:19+00:00","2018-12-10T00:44:39+00:00","35360"
